activityApplyId,activityId,activityName,algorithmValidity,applyCount,companyId,companyLogo,companyName,count,createDate,evalAttrValue,fees,isBook,isExample,isOaAudit,isPopular,isResource,isTest,itemPrice,items,launchDate,modelInstruction,offShelfReason,payNum,paymentType,planTitle,popularDate,privateType,proCategoryId,proCommonTagId,proCommonTags,proContentValidity,proExpUrl,proIndustryType,proIntroduction,proIsPresale,proPeriodDate,proResVideo,proResourceActivityType,proResourceDatauseService,proResourceDesc,proResourceFeeDesc,proResourceId,proResourceInfoId,proResourceLogo,proResourceLogoMain,proResourceName,proResourceScene,proResourceService,proResourceTag,proResourceType,proRichText,proZoneId,productTag,productTypeName,punishFile,relevanceResource,resourceApiDTO,resourcefilesDTO,saleId,score,serviceType,shelveId,softwareVer,sportGenre,statusCd,tagId,tagId1,topping,toppingTime,unitCode,updateDate,userId,views
,,,,,,https://dex.jxggzyjy.cn/mduploads/0af2f25a983b4b509e673d0a2e6cc589/20251013100130/数据宝2-1760320890643.jpg,贵州数据宝网络科技有限公司,,,,,,,,,,,-1.00,,2026-01-05 16:20:30,,,0,,,,,,,,,,,,,,,,,全国车辆信息核验。,,090b4c9e5c3c447293c6612b15cd60ed,,,,车辆历史记录查验（简）,全国车辆信息核验,,,data_service,,,"[{""proTagId"": ""a83d0748f0bd96be3cc83543cc430382"", ""proResourceId"": ""090b4c9e5c3c447293c6612b15cd60ed"", ""proCommonTagType"": ""industry"", ""proCommonTagId"": ""38bbf1efe7673251142be6b3fa59b3c3"", ""tagId"": ""信息传输、软件和信息技术服务业"", ""tagSort"": 2, ""statusCd"": ""1000"", ""createStaff"": ""汤寒林"", ""updateStaff"": ""汤寒林"", ""createDate"": ""2025-10-14 10:24:03"", ""updateDate"": ""2025-10-14 10:24:03"", ""statusDate"": ""2025-10-14 10:24:03"", ""remark"": null}]",,,,,,,0,,,,,,,,,,,,,84
,,,,,,https://dex.jxggzyjy.cn/mduploads/0af2f25a983b4b509e673d0a2e6cc589/20251013100130/数据宝2-1760320890643.jpg,贵州数据宝网络科技有限公司,,,,,,,,,,,-1.00,,2026-01-05 15:40:21,,,0,,,,,,,,,,,,,,,,,通过传递姓名+身份证号码，校验信息是否一致，支持信息加密传输方式，可与身份证ocr技术融合使用。,,a1fdfe1345f74e29a586ff1ae35a4d5b,,,,认证宝（实名认证）,金融开户、信贷防欺诈；APP注册、电商入驻合规；政务办理、公共预约公平；网约车、酒店、票务出行安全，全面满足实名监管要求。,,,data_service,,,"[{""proTagId"": ""d2db19295ee33763e7c4d8418c7fbf53"", ""proResourceId"": ""a1fdfe1345f74e29a586ff1ae35a4d5b"", ""proCommonTagType"": ""industry"", ""proCommonTagId"": ""38bbf1efe7673251142be6b3fa59b3c3"", ""tagId"": ""信息传输、软件和信息技术服务业"", ""tagSort"": 2, ""statusCd"": ""1000"", ""createStaff"": ""汤寒林"", ""updateStaff"": ""汤寒林"", ""createDate"": ""2025-10-13 16:33:46"", ""updateDate"": ""2025-10-13 16:33:46"", ""statusDate"": ""2025-10-13 16:33:46"", ""remark"": null}]",,,,,,,0,,,,,,,,,,,,,56
,,,,,,https://dex.jxggzyjy.cn/mduploads/0af2f25a983b4b509e673d0a2e6cc589/20251013100130/数据宝2-1760320890643.jpg,贵州数据宝网络科技有限公司,,,,,,,,,,,-1.00,,2026-01-05 15:10:12,,,0,,,,,,,,,,,,,,,,,实时快速识别车辆行驶证信息。,,934a21bac3124bb782ada9ae054415b6,,,,行驶证OCR识别,实时快速识别车辆行驶证信息,,,data_service,,,"[{""proTagId"": ""a3a7f5b5bd84f6969bf35a1237185a31"", ""proResourceId"": ""934a21bac3124bb782ada9ae054415b6"", ""proCommonTagType"": ""industry"", ""proCommonTagId"": ""38bbf1efe7673251142be6b3fa59b3c3"", ""tagId"": ""信息传输、软件和信息技术服务业"", ""tagSort"": 2, ""statusCd"": ""1000"", ""createStaff"": ""汤寒林"", ""updateStaff"": ""汤寒林"", ""createDate"": ""2025-10-13 16:49:32"", ""updateDate"": ""2025-10-13 16:49:32"", ""statusDate"": ""2025-10-13 16:49:32"", ""remark"": null}]",,,,,,,0,,,,,,,,,,,,,42
,,,,,,https://dex.jxggzyjy.cn/mduploads/0af2f25a983b4b509e673d0a2e6cc589/20251013100130/数据宝2-1760320890643.jpg,贵州数据宝网络科技有限公司,,,,,,,,,,,-1.00,,2026-01-05 14:20:02,,,0,,,,,,,,,,,,,,,,,实时快速识别营业执照信息。,,f2bbf56c55fd498a9718f535390a672c,,,,营业执照OCR识别,实时快速识别营业执照信息,,,data_service,,,"[{""proTagId"": ""97d3b12ea1f1fbcf40880c9567922d4a"", ""proResourceId"": ""f2bbf56c55fd498a9718f535390a672c"", ""proCommonTagType"": ""industry"", ""proCommonTagId"": ""38bbf1efe7673251142be6b3fa59b3c3"", ""tagId"": ""信息传输、软件和信息技术服务业"", ""tagSort"": 2, ""statusCd"": ""1000"", ""createStaff"": ""汤寒林"", ""updateStaff"": ""汤寒林"", ""createDate"": ""2025-10-13 16:50:44"", ""updateDate"": ""2025-10-13 16:50:44"", ""statusDate"": ""2025-10-13 16:50:44"", ""remark"": null}]",,,,,,,0,,,,,,,,,,,,,47
,,,,,,https://dex.jxggzyjy.cn/mduploads/0af2f25a983b4b509e673d0a2e6cc589/20251013100130/数据宝2-1760320890643.jpg,贵州数据宝网络科技有限公司,,,,,,,,,,,-1.00,,2026-01-05 12:53:54,,,0,,,,,,,,,,,,,,,,,全国车辆信息核验。,,9a1c30f7c65643b2bf14072bce4ed6a6,,,,企业道路运输经营许可证核验,全国车辆信息核验,,,data_service,,,"[{""proTagId"": ""aab688e8433cb133241b971176c699a7"", ""proResourceId"": ""9a1c30f7c65643b2bf14072bce4ed6a6"", ""proCommonTagType"": ""industry"", ""proCommonTagId"": ""38bbf1efe7673251142be6b3fa59b3c3"", ""tagId"": ""信息传输、软件和信息技术服务业"", ""tagSort"": 2, ""statusCd"": ""1000"", ""createStaff"": ""汤寒林"", ""updateStaff"": ""汤寒林"", ""createDate"": ""2025-10-14 10:22:38"", ""updateDate"": ""2025-10-14 10:22:38"", ""statusDate"": ""2025-10-14 10:22:38"", ""remark"": null}]",,,,,,,0,,,,,,,,,,,,,47
,,,,,,https://dex.jxggzyjy.cn/mduploads/0af2f25a983b4b509e673d0a2e6cc589/20251013100130/数据宝2-1760320890643.jpg,贵州数据宝网络科技有限公司,,,,,,,,,,,-1.00,,2026-01-05 12:02:54,,,0,,,,,,,,,,,,,,,,,实时快速识别身份证信息。,,e5a8c4c11fc8499094cee978ecb2c105,,,,身份证OCR识别,实时快速识别身份证信息,,,data_service,,,"[{""proTagId"": ""86015022ac16565062beb3fc71bccab5"", ""proResourceId"": ""e5a8c4c11fc8499094cee978ecb2c105"", ""proCommonTagType"": ""industry"", ""proCommonTagId"": ""38bbf1efe7673251142be6b3fa59b3c3"", ""tagId"": ""信息传输、软件和信息技术服务业"", ""tagSort"": 2, ""statusCd"": ""1000"", ""createStaff"": ""汤寒林"", ""updateStaff"": ""汤寒林"", ""createDate"": ""2025-10-13 16:49:51"", ""updateDate"": ""2025-10-13 16:49:51"", ""statusDate"": ""2025-10-13 16:49:51"", ""remark"": null}]",,,,,,,0,,,,,,,,,,,,,45
,,,,,,https://dex.jxggzyjy.cn/mduploads/0af2f25a983b4b509e673d0a2e6cc589/20251013100130/数据宝2-1760320890643.jpg,贵州数据宝网络科技有限公司,,,,,,,,,,,-1.00,,2026-01-05 11:10:42,,,0,,,,,,,,,,,,,,,,,实时快速识别驾驶证信息。,,33a31bd4598c45a0b36cd9c23f5237f6,,,,驾驶证OCR识别,实时快速识别驾驶证信息,,,data_service,,,"[{""proTagId"": ""04fa1d378f3f6e64fbf8966de3f2531f"", ""proResourceId"": ""33a31bd4598c45a0b36cd9c23f5237f6"", ""proCommonTagType"": ""industry"", ""proCommonTagId"": ""38bbf1efe7673251142be6b3fa59b3c3"", ""tagId"": ""信息传输、软件和信息技术服务业"", ""tagSort"": 2, ""statusCd"": ""1000"", ""createStaff"": ""汤寒林"", ""updateStaff"": ""汤寒林"", ""createDate"": ""2025-10-13 16:50:22"", ""updateDate"": ""2025-10-13 16:50:22"", ""statusDate"": ""2025-10-13 16:50:22"", ""remark"": null}]",,,,,,,0,,,,,,,,,,,,,42
,,,,,,https://dex.jxggzyjy.cn/mduploads/0af2f25a983b4b509e673d0a2e6cc589/20251013100130/数据宝2-1760320890643.jpg,贵州数据宝网络科技有限公司,,,,,,,,,,,-1.00,,2026-01-05 10:32:00,,,0,,,,,,,,,,,,,,,,,通过比对姓名、身份证号、手机号的一致性，核验手机用户身份信息的真伪。,,c21b3c6a135e43eca0127e29f410c0da,,,,全网手机三要素验证,应用于金融、互联网、电商、物流等领域，通过验证用户手机与身份信息一致性，有效防范欺诈、保障交易安全、提升风控能力。,,,data_service,,,"[{""proTagId"": ""c6bc1c18697f138e72ecc11785b7ea50"", ""proResourceId"": ""c21b3c6a135e43eca0127e29f410c0da"", ""proCommonTagType"": ""industry"", ""proCommonTagId"": ""38bbf1efe7673251142be6b3fa59b3c3"", ""tagId"": ""信息传输、软件和信息技术服务业"", ""tagSort"": 2, ""statusCd"": ""1000"", ""createStaff"": ""汤寒林"", ""updateStaff"": ""汤寒林"", ""createDate"": ""2025-10-13 16:40:05"", ""updateDate"": ""2025-10-13 16:40:05"", ""statusDate"": ""2025-10-13 16:40:05"", ""remark"": null}]",,,,,,,0,,,,,,,,,,,,,48
,,,,,,https://dex.jxggzyjy.cn/mduploads/0af2f25a983b4b509e673d0a2e6cc589/20251013100130/数据宝2-1760320890643.jpg,贵州数据宝网络科技有限公司,,,,,,,,,,,-1.00,,2026-01-05 09:57:22,,,0,,,,,,,,,,,,,,,,,全国车辆信息核验。,,c458659cebec4a189ce5746bfe37275c,,,,全国车辆过户信息查验,全国车辆信息核验,,,data_service,,,"[{""proTagId"": ""4e7b752fbe310ba1419e6cec8a83651a"", ""proResourceId"": ""c458659cebec4a189ce5746bfe37275c"", ""proCommonTagType"": ""industry"", ""proCommonTagId"": ""38bbf1efe7673251142be6b3fa59b3c3"", ""tagId"": ""信息传输、软件和信息技术服务业"", ""tagSort"": 2, ""statusCd"": ""1000"", ""createStaff"": ""汤寒林"", ""updateStaff"": ""汤寒林"", ""createDate"": ""2025-10-14 10:24:26"", ""updateDate"": ""2025-10-14 10:24:26"", ""statusDate"": ""2025-10-14 10:24:26"", ""remark"": null}]",,,,,,,0,,,,,,,,,,,,,40
,,,,,,https://dex.jxggzyjy.cn/mduploads/0af2f25a983b4b509e673d0a2e6cc589/20251013100130/数据宝2-1760320890643.jpg,贵州数据宝网络科技有限公司,,,,,,,,,,,-1.00,,2026-01-04 16:57:02,,,0,,,,,,,,,,,,,,,,,通过车牌号，车牌颜色，查询车辆出入站，货源地的运输里程，通行次数，通行费用等其他车辆运力相关情况，当前可以支持查询近半年的数据。,,71dc9c5db4104d06a7b99c03d305838c,,,,车辆运力评估,应用于物流企业运力调度；货运平台车辆准入等。通过精准匹配车辆、规划路线与筛选达标车辆，以提升效率与保障服务质量。,,,data_service,,,"[{""proTagId"": ""d6337c934ef23280f4af6fc403e46ce7"", ""proResourceId"": ""71dc9c5db4104d06a7b99c03d305838c"", ""proCommonTagType"": ""industry"", ""proCommonTagId"": ""38bbf1efe7673251142be6b3fa59b3c3"", ""tagId"": ""信息传输、软件和信息技术服务业"", ""tagSort"": 2, ""statusCd"": ""1000"", ""createStaff"": ""汤寒林"", ""updateStaff"": ""汤寒林"", ""createDate"": ""2025-10-13 16:41:31"", ""updateDate"": ""2025-10-13 16:41:31"", ""statusDate"": ""2025-10-13 16:41:31"", ""remark"": null}]",,,,,,,0,,,,,,,,,,,,,44
