uid,registrationDataName,productImage,dataContentIntroduction,industryClassification,dataProvisionMethod,Negotiable,sjType,id,detail.uid,createTime,updateTime,appVersion,creator,processStatus,sysUpdateUser,sysAuditUser,sysDeleted,registrationDataCode,detail.registrationDataName,registrationDataType,dataProductAndServiceType,isDevelopedBasedOnAuthorizedResource,authorizedRegistrationDataName,authorizedRegistrationDataCode,productPurpose,detail.industryClassification,industryClassificationName,resourceCoverageArea,detail.dataContentIntroduction,dataProductionMethod,dataStructure,dataProvisionFormat,detail.dataProvisionMethod,dataStorageMethod,dataStorageVolumeUnit,updateFrequency,updateMethod,dataClassification,isContainingSensitiveInformation,involvedSubject,dataCoverageQuantity,isDesensitized,evidencePreservationMethod,evidencePreservationCertificateFile,detail.productImage,applicableScope,usageConditionsAndLimitations,transferRules,updateFrequencyText,transactionMode,deliveryMethod,chargingMethod,sampleDataProductsServices,inputOutputFields,desensitizationMethod,sharingType,sharingMethod,isOpenToSociety,serviceAttachmentInfo,registrationCommitment,openConditions,thereAnySharedData,templateFile,creatorDept,creatorDeptName,productStatus,growthDataStorageVolumeUnit,auditResult,fillReason,proxyFlag,principalName,principalCode,proxyAgreement,listingTime,viewsNumber,applicationsNumber,commonSubject,sampleData,registrationCertificate,complianceCertificate,isTransaction,enterTime,detail.sjType,ysjRemindFlag,complianceCertificateAttachment.tenant_id,complianceCertificateAttachment.file_id,complianceCertificateAttachment.file_size,complianceCertificateAttachment.file_name,complianceCertificateAttachment.file_path,complianceCertificateAttachment.create_time,complianceCertificateAttachment.creator,complianceCertificateAttachment.support_online_view,complianceCertificateAttachment.online_view_url,complianceCertificateAttachment.download_url,complianceCertificateAttachment.del_file_url,complianceCertificateAttachment.version,complianceCertificateAttachment.update_time,complianceCertificateAttachment.modifier
2fd51ecc06e14ea887fc963571ab50e3,河北省衡水市-其他金融业-衡水市“银行房企信贷”产品和服务,defaultProductThumbnail,该产品基于衡水市建筑工程施工许可证等数据源开发形成，具备提高银行获客效率，降低数据采集和安全合规成本的功能，可支撑银行缩短相应授信初审时间。,5135600b31a811f0a22c0242ac120012,0,面议,预上架,489,2fd51ecc06e14ea887fc963571ab50e3,2026-01-23 16:40:04,2026-01-23 17:20:04, ,hsshuju,COMPLETE,DirAdmin,,0,DA.CN.691.01.13001.2601.MWEGZKSHDU,河北省衡水市-其他金融业-衡水市“银行房企信贷”产品和服务,0,,,,,,5135600b31a811f0a22c0242ac120012,其他金融业,,该产品基于衡水市建筑工程施工许可证等数据源开发形成，具备提高银行获客效率，降低数据采集和安全合规成本的功能，可支撑银行缩短相应授信初审时间。,,,,0,,,,,,,,,,,,defaultProductThumbnail,金融信托与管理服务,无,未经允许不得转让,每日,线下交易,API接口,线下协商,"证照名称：中华*****可证	统一社会信用代码：9113********U469	颁发单位：深州市*******局	颁发时间：2025****	许可证号：1311********01	证件号码：2023****	持证单位：衡水政****公司 证件信息：[{ ""name"": ""工程名称"", ""value"": ""***"", ""key"": ""gcmc"" },....]",通过获取衡水市建筑施工许可证信息（如统一社会信用代码、企业名称、项目名称、建设地址、颁证时间、有效期（止）等信息），聚焦银行对房企信贷服务中获客精准度不足、风险管控滞后、流程效率偏低的痛点场景开展公共数据授权运营，为银行房企信贷全流程优化提供数据支撑，为银行机构提供标准化、合规化的数据交互服务，助力简化信贷前中后全周期的客户筛选、风险评估、动态监管流程，减少人工核查成本与信息不对称导致的决策偏差，提升银行对房企信贷服务的精准度、安全性与时效性，推动银行房企信贷领域从“线下走访营销、经验化风控”向“数据驱动获客、智能化风控”转型。,,,,,,,,,,NUOPWEBQ1T,衡水市数据要素研究院,ygp,,1,,,,,,2026-01-23 17:40:03,3.0,0,,"证照名称：中华*****可证	统一社会信用代码：9113********U469	颁发单位：深州市*******局	颁发时间：2025****	许可证号：1311********01	证件号码：2023****	持证单位：衡水政****公司 证件信息：[{ ""name"": ""工程名称"", ""value"": ""***"", ""key"": ""gcmc"" },....]",6fe56a55256e42539b63e5327c134a8e,,0,2026-01-23 16:59:59,预上架,0,,,,,,,,,,,,,,
74f4aaceb19242f39a19c6edb00b1240,保定市涿州市-国家机构-涿州市企业融资需求数据场景公共数据,defaultProductThumbnail,覆盖中小微、科技型等企业，形成多维度、高效率的融资服务场景。,51d6a2ab31a811f0a22c0242ac120012,1,面议,预上架,457,74f4aaceb19242f39a19c6edb00b1240,2026-01-04 12:50:06,2026-01-22 16:26:37, ,gbfr3925326489,COMPLETE,DirAdmin,,0,DA.CN.92.01.13001.2601.NHB5G5JVMD,保定市涿州市-国家机构-涿州市企业融资需求数据场景公共数据,0,,,,,,51d6a2ab31a811f0a22c0242ac120012,国家机构,,覆盖中小微、科技型等企业，形成多维度、高效率的融资服务场景。,,,,1,,,,,,,,,,,,defaultProductThumbnail,金融服务,按需申请使用,不允许转让,不定期,线下交易,接口,面谈,企业名称、18位统一社会信用代码、行业类型、贷款需求金额、贷款条件、贷款用途,基于有融资企业需求信息开发的用于融资服务场景的数据产品。,,,,,,,,,,RK27U8TSZI,涿州国控城乡发展集团有限公司,ygp,,1,,,,,,2026-01-22 16:46:37,10.0,0,,"企业名称、18位统一社会信用代码、行业类型、贷款需求金额、贷款条件、贷款用途
",8943be3286c440649a80a7f8684aa071,,0,2026-01-16 16:57:16,预上架,0,,,,,,,,,,,,,,
03de40bcb0474a4a823d1af394196610,保定市高阳县-水的生产和供应业-润阳水务公司用户用水量数据产品,defaultProductThumbnail,数据涵盖【润阳水务公司用户用水量信息】，具备用户核验、用水分析等功能，可支撑家庭用水户用水健康及安全监测场景。,5093c5bc31a811f0a22c0242ac120012,2,面议,预上架,481,03de40bcb0474a4a823d1af394196610,2026-01-20 16:10:47,2026-01-22 16:02:02, ,gyxxywyglyxgs,COMPLETE,DirAdmin,,0,DA.CN.46.01.13001.2601.7VCZYG8F6G,保定市高阳县-水的生产和供应业-润阳水务公司用户用水量数据产品,0,,,,,,5093c5bc31a811f0a22c0242ac120012,水的生产和供应业,,数据涵盖【润阳水务公司用户用水量信息】，具备用户核验、用水分析等功能，可支撑家庭用水户用水健康及安全监测场景。,,,,2,,,,,,,,,,,,defaultProductThumbnail,家庭用水用水健康及安全监测场景,按需申请使用,不允许转让,按天更新,线下交易,文件,商定,"输入：用户姓名＋用户编号
输出：用户用水量情况（吨）。",用水问题，关乎我国资源。该数据产品支持按户查询分析，助力用水习惯优化、漏损排查，为节水规划和阶梯水价核算提供数据支撑。,,,,,,,,,,NWKGUUYSI0,高阳县润阳水务工程有限公司,ygp,,1,,,,,,2026-01-22 16:22:02,8.0,0,,输入用户姓名编号，输出用户用水情况。,be27393f702d482a8f5bb3a8252478f7,,0,2026-01-20 16:30:48,预上架,0,,,,,,,,,,,,,,
a32a076b637845b38f3e2b20c7ec9259,河北省张家口市-社会保障-临时救助对象信息数据集,defaultProductThumbnail,该数据资源为张家口市宣化区民政局进行临时救助对象工作时产生的信息数据，包含序号、地区等。,51e4be6d31a811f0a22c0242ac120012,0,面议,预上架,484,a32a076b637845b38f3e2b20c7ec9259,2026-01-21 08:51:32,2026-01-21 17:29:52, ,zjkszjt0905,COMPLETE,DirAdmin,,0,DA.CN.94.01.13001.2601.0G6V42FN06,河北省张家口市-社会保障-临时救助对象信息数据集,0,,,,,,51e4be6d31a811f0a22c0242ac120012,社会保障,,该数据资源为张家口市宣化区民政局进行临时救助对象工作时产生的信息数据，包含序号、地区等。,,,,0,,,,,,,,,,,,defaultProductThumbnail,该数据资源为张家口市宣化区民政局在临时救助管理工作职责下产生，包含申请困难原因、救助类型、保障金额、健康状况、劳动能力等信息项，可用于临时救助审核、发放及后续管理等业务场景。,按需申请使用,不允许转让,按年更新,线下交易,接口授权,面谈,与申请人关系|临时救助类型|主要困难原因|乡镇(街道)|保障年月|保障金额(元)|健康状况|办理事项|劳动能力|区县|婚姻状况|学业状况|对象类别|就业状况1|就业状况2|居住地址|市|年龄|性别|成员姓名|政治面貌|文化程度|是否失智|是否本地户籍|是否脱贫对象|月收入金额|村(居)|残疾等级|残疾类别|民族|申请人姓名|申请人证件号码|联系电话|证件号码|重病病种,临时救助对象信息数据是社会保障应急体系中的关键数据资产，全面覆盖救助对象的申请事由、家庭状况、经济条件、健康状况等核心维度。该数据通过民政部门依规采集、动态维护和跨部门校验形成，并已完成标准化脱敏与分级分类管理，能够在确保安全合规的前提下，支持在授权范围内进行规范、可控的数据流通与协作应用。,,,,,,,,,,9,张家口数字产业发展集团有限公司,ygp,,1,,,,,,2026-01-21 17:49:54,21.0,0,,与申请人关系|临时救助类型|主要困难原因|乡镇(街道)|保障年月|保障金额(元)|健康状况|办理事项|劳动能力|区县|婚姻状况|学业状况|对象类别|就业状况1|就业状况2|居住地址|市|年龄|性别|成员姓名|政治面貌|文化程度|是否失智|是否本地户籍|是否脱贫对象|月收入金额|村(居)|残疾等级|残疾类别|民族|申请人姓名|申请人证件号码|联系电话|证件号码|重病病种,59ed6a55a30648648dd1882ffeb51cb9,,0,2026-01-21 09:11:33,预上架,0,,,,,,,,,,,,,,
9b03cf08b7384a8290142329141f4e5f,河北省张家口市-社会保障-农村老年人基本信息数据集,defaultProductThumbnail,该数据资源为张家口市宣化区民政局关于收集农村老年人基本信息时产生的数据，包含所属城市、姓名、民族等。,51e4be6d31a811f0a22c0242ac120012,0,面议,预上架,483,9b03cf08b7384a8290142329141f4e5f,2026-01-21 08:48:12,2026-01-21 17:29:33, ,zjkszjt0905,COMPLETE,DirAdmin,,0,DA.CN.94.01.13001.2601.BD05VAGRKE,河北省张家口市-社会保障-农村老年人基本信息数据集,0,,,,,,51e4be6d31a811f0a22c0242ac120012,社会保障,,该数据资源为张家口市宣化区民政局关于收集农村老年人基本信息时产生的数据，包含所属城市、姓名、民族等。,,,,0,,,,,,,,,,,,defaultProductThumbnail,该数据资源为张家口市宣化区民政局在农村养老服务管理工作职责下产生，包含老年人留守 / 独居 / 空巢状态、残疾情况等信息项，可用于精准帮扶、资源统筹与监测评估等业务场景。,按需申请使用,不允许转让,按年更新,线下交易,接口授权,面谈,所属区县| 所属城市|失能等级|姓名|性别|户籍所在地|是否农村留守|是否注销|是否独居|是否空巢|残疾等级|残疾类别|民族|注销原因,农村老年人信息查询数据是重要的民生数据资产，涵盖老年人个人基本情况、生活状态、健康状况及所属区域等多维度信息，通过基层摸排、部门共享、定期更新与人工核验获取，数据准确、完整、可靠。,,,,,,,,,,9,张家口数字产业发展集团有限公司,ygp,,1,,,,,,2026-01-21 17:49:34,8.0,0,,所属区县| 所属城市|失能等级|姓名|性别|户籍所在地|是否农村留守|是否注销|是否独居|是否空巢|残疾等级|残疾类别|民族|注销原因,fa45a515d4a14fd29657feba234e92b6,,0,2026-01-21 09:08:13,预上架,0,,,,,,,,,,,,,,
d28bf743bed645fc9660e8b74a9ed3c2,河北省张家口市-社会保障-农村特困最低生活保障对象信息查询清单数据集,defaultProductThumbnail,该数据资源为张家口市宣化区民政局进行农村特困最低生活保障对象工作时产生的信息数据，包含序号、地区等。,51e4be6d31a811f0a22c0242ac120012,0,面议,预上架,482,d28bf743bed645fc9660e8b74a9ed3c2,2026-01-21 08:44:36,2026-01-21 17:29:16, ,zjkszjt0905,COMPLETE,DirAdmin,,0,DA.CN.94.01.13001.2601.JAZLTTZWR8,河北省张家口市-社会保障-农村特困最低生活保障对象信息查询清单数据集,0,,,,,,51e4be6d31a811f0a22c0242ac120012,社会保障,,该数据资源为张家口市宣化区民政局进行农村特困最低生活保障对象工作时产生的信息数据，包含序号、地区等。,,,,0,,,,,,,,,,,,defaultProductThumbnail,该数据资源为张家口市宣化区民政局在农村特困供养管理工作职责下产生，包含申请人及成员信息、供养方式、保障金额、健康状况、劳动能力、特困类别等信息项，可用于定制便民服务方案、优化服务资源投放等业务场景。,按需申请使用,不允许转让,按年更新,线下交易,接口授权,面谈,与申请人关系|个人应计月收入(元)|乡镇(街道)|人员对象类别|供养方式|供养机构|保障金合计(元)|健康状况|办理事项|劳动能力|区县|基本救助金(元)|婚姻状况|学业状况|就业状况1|就业状况2|居住地址|市|年龄|序号|待遇类型|性别|成员姓名|成员户籍类别|截止保障年月|护理费(元)|政治面貌|文化程度|是否失智|是否脱贫对象|月收入金额|村(居)|残疾等级|残疾类别|民族|照料人|照料人身份证|特困类别|生活自理能力|申请人姓名|申请人户籍类别|申请人证件号码|社会保障号|联系电话|自理能力|补发金额(元)|证件号码|调增金额(元)|起始保障年月|重疾病种|首次申请救助开始年月,特困最低生活保障对象信息查询清单数据是支撑社会救助体系精准化运作的核心数据资产，涵盖救助对象的家庭结构、经济状况、健康状况、劳动能力、救助待遇及管理信息等多维度字段。该数据通过民政部门审核录入、动态监测及跨部门信息比对形成，并经标准化脱敏与安全处理，在严格授权与审计机制下支持安全合规的流通与应用，为民生保障领域的可信数据协作提供高质量服务。,,,,,,,,,,9,张家口数字产业发展集团有限公司,ygp,,1,,,,,,2026-01-21 17:49:17,11.0,0,,与申请人关系|个人应计月收入(元)|乡镇(街道)|人员对象类别|供养方式|供养机构|保障金合计(元)|健康状况|办理事项|劳动能力|区县|基本救助金(元)|婚姻状况|学业状况|就业状况1|就业状况2|居住地址|市|年龄|序号|待遇类型|性别|成员姓名|成员户籍类别|截止保障年月|护理费(元)|政治面貌|文化程度|是否失智|是否脱贫对象|月收入金额|村(居)|残疾等级|残疾类别|民族|照料人|照料人身份证|特困类别|生活自理能力|申请人姓名|申请人户籍类别|申请人证件号码|社会保障号|联系电话|自理能力|补发金额(元)|证件号码|调增金额(元)|起始保障年月|重疾病种|首次申请救助开始年月,ccd9bb9f57274e1e8074e3009884d9c5,,0,2026-01-21 09:04:37,预上架,0,,,,,,,,,,,,,,
f40171b22944495a9ddd8f92560197f8,保定市顺平县-道路运输业-公交车车辆信息产品,defaultProductThumbnail,该数据产品和服务基于顺平县公交车车辆信息产品数据源开发形成，具有序号、车牌号等功能，可服务与开发智慧公交场景建设工作。,50c4baad31a811f0a22c0242ac120012,0,面议,预上架,478,f40171b22944495a9ddd8f92560197f8,2026-01-15 10:45:22,2026-01-21 17:29:01, ,91130636MA7C2H7U8Y,COMPLETE,DirAdmin,,0,DA.CN.54.01.13001.2601.Z444DSXE2K,保定市顺平县-道路运输业-公交车车辆信息产品,0,,,,,,50c4baad31a811f0a22c0242ac120012,铁路运输业,,该数据产品和服务基于顺平县公交车车辆信息产品数据源开发形成，具有序号、车牌号等功能，可服务与开发智慧公交场景建设工作。,,,,0,,,,,,,,,,,,defaultProductThumbnail,"
该数据经加工处理，可用于智慧公交场景建设",1.未经许可不得将数据用于商业广告或营销推广。2.禁止将数据用于任何可能损害公共利益或国家安全的活动。3.不得将数据泄露给未经授权的第三方，特别是竟争对手。4.不得用于侵犯企业隐私或违反法律法规的活动,经书面申请，顺平县数据局、顺平县交通局、顺平县智云智慧城市技术服务有限公司审核通过后可共享。,实时,线下合同交易,接口,按调用次数,序号、车牌号,该数据产品和服务基于顺平县公交车车辆信息产品数据源开发形成，具有序号、车牌号等功能，可服务与开发智慧公交场景建设工作。该数据经加工处理，可用于智慧公交场景建设,,,,,,,,,,2JVHEWR5BR,顺平县智云智慧城市技术服务有限公司,ygp,,1,,,,,,2026-01-21 17:49:03,10.0,0,,序号、车牌号,102abfccc0e540fca8397e0aa28913e0,,0,2026-01-15 11:05:30,预上架,0,,,,,,,,,,,,,,
9b5cef3577fa48829ff866a710b78f34,保定市顺平县-道路运输业-公交车运行实时位置信息产品,defaultProductThumbnail,该数据产品和服务基于顺平县公交车运行实时位置信息源开发形成，具有车牌编号、车牌号、告警时间、实时位置功能，可服务与开发智慧公交场景建设工作。,50cbc1bd31a811f0a22c0242ac120012,0,面议,预上架,477,9b5cef3577fa48829ff866a710b78f34,2026-01-15 10:39:10,2026-01-21 17:28:47, ,91130636MA7C2H7U8Y,COMPLETE,DirAdmin,,0,DA.CN.54.01.13001.2601.UH9MZ8JY3S,保定市顺平县-道路运输业-公交车运行实时位置信息产品,0,,,,,,50cbc1bd31a811f0a22c0242ac120012,道路运输业,,该数据产品和服务基于顺平县公交车运行实时位置信息源开发形成，具有车牌编号、车牌号、告警时间、实时位置功能，可服务与开发智慧公交场景建设工作。,,,,0,,,,,,,,,,,,defaultProductThumbnail,该数据经加工处理，可用于智慧公交场景建设。,1.未经许可不得将数据用于商业广告或营销推广。2.禁止将数据用于任何可能损害公共利益或国家安全的活动。3.不得将数据泄露给未经授权的第三方，特别是竟争对手。4.不得用于侵犯企业隐私或违反法律法规的活动,经书面申请，顺平县数据局、顺平县交通局、顺平县智云智慧城市技术服务有限公司审核通过后可共享。,实时,线下合同交易,接口,按次收费,车牌编号、车牌号、告警时间、实时位置,该数据产品和服务基于顺平县公交车运行实时位置信息源开发形成，具有车牌编号、车牌号、告警时间、实时位置功能，可服务与开发智慧公交场景建设工作。该数据经加工处理，可用于智慧公交场景建设。,,,,,,,,,,2JVHEWR5BR,顺平县智云智慧城市技术服务有限公司,ygp,,1,,,,,,2026-01-21 17:48:49,6.0,0,,车牌编号、车牌号、告警时间、实时位置,2fd48bbdf8384717b2b08fdad792bc03,,0,2026-01-15 10:59:19,预上架,0,,,,,,,,,,,,,,
4c66ef89649c4392b4f06b9f1417dc01,河北省邢台市-保险业-中标贷,defaultProductThumbnail,中标后的企业常面临项目启动阶段的资金压力，但中小企业普遍存在资金周转困难，传统贷款难以满足其及时的资金需求，银行难以全面掌握企业经营状况和项目实际进展。为此，银行基于“中标积分”，实现信贷决策的标准化,512e7c6931a811f0a22c0242ac120012,0,面议,预上架,479,4c66ef89649c4392b4f06b9f1417dc01,2026-01-16 09:58:08,2026-01-16 15:34:49, ,91130596MADMEJJF2N,COMPLETE,DirAdmin,,0,DA.CN.68.01.13001.2601.C6PYLVEG5B,河北省邢台市-保险业-中标贷,0,,,,,,512e7c6931a811f0a22c0242ac120012,保险业,,中标后的企业常面临项目启动阶段的资金压力，但中小企业普遍存在资金周转困难，传统贷款难以满足其及时的资金需求，银行难以全面掌握企业经营状况和项目实际进展。为此，银行基于“中标积分”，实现信贷决策的标准化,,,,0,,,,,,,,,,,,defaultProductThumbnail,招投标企业的贷款申请,招投标企业无任何不合规项目招投标情况（无公示的内部议标、串标围标、虚假中标项目；存在纠纷、质疑或投诉未解决的项目）,按照每年的数据服务形式提供给银行数据产品服务,按天更新,通过中标贷数据产品与标准化流程和智能风控结合，实现融资效率与风险控制的平衡；不同数据产品适配不同企业与项目类型。,API接口,20万/年,"一、分类：历史中标表现
（一）指标项:项目按时完成率
评价内容：按期验收项目数/总中标项目数
指标评分规则：1.100%，或年度中标数大于10的，20分；
2.80%（含）-100%，或年度中标数5～10的，16分；
3.50%（含）-80%，或年度中标数在3～5的，12分；
4.30%（含）-50%，或年度中标数在1～3的，8分；
5.0（含）-30%，或年度中标数为0的，0分。
（二）指标项：重大投诉案件数
评价内容：监管系统中项目履约投诉记录
指标评分规则：1.0，20分；
2.1（含）-3，16分；
3.3（含）-5，12分；
4.5（含）-10，8分；
5.10以上，0分。
（三）指标项：中标项目集中度
评价内容：最大单项目金额/企业年均中标总额（评估风险敞口）
指标评分规则：1.50～100%，0分；
2.50%（含）-30%，4分；
3.30%（含）-15%，8分；
4.15%（含）-10%，16分；
5.10（含）-0%，20分。
（四）指标项：历史流标率
评价内容：中标后主动放弃或资质审核未通过次数占比
指标评分规则：1.0，20分；
2.1（含）-3，16分；
3.3（含）-5，12分；
4.5（含）-10，8分；
5.10以上，0分。
二、分类：信用资质基础
指标项：信用评级指数
评价内容：整合监管系统黑名单、行政处罚、信用中国等数据
指标评分规则：1.评价为A，20分；
2.评价为B，16分；
3.评价为C，12分；
4.评价为D，8分；
5.评价为F，0分。",中标后的企业常面临项目启动阶段的资金压力，但中小企业普遍存在资金周转困难，传统贷款难以满足其及时的资金需求，银行难以全面掌握企业经营状况和项目实际进展。为此，银行基于“中标积分”，实现信贷决策的标准化,,,,,,,,,,Y4K1LV28TQ,邢台市数据运营管理有限公司,ygp,,1,,,,,,2026-01-16 15:54:57,43.0,0,,【企业名称】、【统一社会信用代码】,d48abaf26aa749f8b2fefc919e43864a,,0,2026-01-16 10:18:16,预上架,0,,,,,,,,,,,,,,
0da90d0280db4bca9c2b66fcee419bcf,保定市易县-农业-易县土壤质量数据产品,defaultProductThumbnail,该数据产品基于易县农业局耕地质量监测数据资源开发形成，具备测土配方从源头提升原料红薯的淀粉含量与品质稳定性等功能，可支撑土壤适配、种植指导、原料预测、品质溯源等服务。,5e9e70c51b3b4ff2b66abca470f2590b,2,面议,预上架,476,0da90d0280db4bca9c2b66fcee419bcf,2026-01-14 08:16:51,2026-01-15 08:53:46, ,91130633MADMMU387X,COMPLETE,DirAdmin,,0,DA.CN.01.01.13001.2601.MTEXQAV87N,保定市易县-农业-易县土壤质量数据产品,0,,,,,,5e9e70c51b3b4ff2b66abca470f2590b,农业,,该数据产品基于易县农业局耕地质量监测数据资源开发形成，具备测土配方从源头提升原料红薯的淀粉含量与品质稳定性等功能，可支撑土壤适配、种植指导、原料预测、品质溯源等服务。,,,,2,,,,,,,,,,,,defaultProductThumbnail,该数据可用于驱动公司核心业务智能化升级、精准种植与原料基地管理、生产工艺优化与配方研发，将“土壤-成分-功效关系知识库”元件化，使土壤数据直接服务于产品研发、供应链智能决策与风险管控等场景。,1.未经许可，不得将数据用于商业广告或营销推广。2.禁止将数据用于任何可能损害公共利益或国家安全的活动。3.不得将数据泄露给未经授权的第三方，特别是竟争对手。4.不得用于侵犯企业隐私或违反法律法规的活动。5.未经批准，不得擅自将相关数据传输至境外。,不可转让,按年更新,线下交易,线下,面议,【区域ID】R03【区域名称】东部平原【主要土壤类型】潮褐土、潮土、水稻土【有机质（%）】1.2-1.8【pH值范围】6.5-7.2【适配品种建议】高淀粉品种（淀粉含量22%-28%）,该数据产品和服务基于易县农业局耕地质量监测数据资源开发形成，具备测土配方从源头提升原料红薯的淀粉含量与品质稳定性等功能，可支撑土壤适配、种植指导、原料预测、品质溯源等服务。,,,,,,,,,,TPYX364AJ2,河北泰丰易礼供应链管理有限公司,ygp,,1,,,,,,2026-01-15 09:13:56,33.0,0,,【区域ID】R03【区域名称】东部平原【主要土壤类型】潮褐土、潮土、水稻土【有机质（%）】1.2-1.8【pH值范围】6.5-7.2【适配品种建议】高淀粉品种（淀粉含量22%-28%）,e498a8be7b2b4cb6a6e24bf23bc4b647,,0,2026-01-14 13:59:14,预上架,0,,,,,,,,,,,,,,
